"","X.1","X","Tm","Player","Age","G","MP","PER","TS.","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.",".","OWS","DWS","WS","WS.48","..1","OBPM","DBPM","BPM","VORP","OWS.48","DWS.48","Shot.","Player.ID","Team.Mar","Team.MP","Team.Gm","Year.3PAr","Team.TS.","Tm.USG","Tm.TS.W.O.Plyr","Reb.Vers","Defense","Val.Shot","Offense","MPG...Int","RAW.SPM","X.Min","RAW.Contrib","Tm.Sum","Tm.Adj","BPM.1","StdErr","Contrib","VORP.1","Reb.Vers.1","Val.Shot.1","Offense.1","Defense.1","MPG","Raw.OBPM","Contrib.1","Tm.Ortg","Tm.Sum.1","Tm.Adj.1","Tm.DRtg","OBPM.1","OStdErr","Ocontrib","OVORP","DBPM.1","DStdErr","Dcontrib","DVORP","Sum.SPM","X.Min.1","MPG.1","ReMPG","BPM.2","Contrib.2","VORP.2","VORP.Gm","O.BPM","Ocontrib.1","OVORP.1","OVORP.Gm","D.BPM","Dcontrib.1","DVORP.1","DVORP.Gm","Production","Prod.Gm","Exp.BPM","TrueTalentBPM","Exp.Min","TrueTalentVORP","TrueSalary","TrueTimeVORP","Adjusted.Production","WORP","O.WORP","D.WORP","Adjusted.WORP","Estimated.Position","BBRef.Pos","Age.on.Feb.1","Yrs.Experience","Height","Weight","Rounded.Position","Rounded.Age","Age_factor","position_factor","MinPG","MinPG_factor","BPM_factor","Dcontri_factor"
"502",502,16785,"IND","Paul George",24,6,91,13,0.492,0.224,4.9,21.7,13.4,11.8,2.8,0.9,18.2,32.8,0,-0.2,0.2,0,-0.008,0,-2.7,-0.7,-3.3,0,-0.109,0.101,26.8,"georgpa01",-0.14,19855,82,0.268,0.524,345392,0.524,0.18,1.12,-0.02,-3.41,-1.87,-3.99,"2.30%",-0.09,-3.37,0.64,-3.3,4.2,-0.1,0,-0.3,0.3,-1.6,0.4,-1,-2.2,-0.1,-2.1,-0.4,-0.4,2,-2.7,2.8,-0.1,0,-0.7,3.1,0,0,-2,0,15.2,9.1,-3.3,-0.1,0,-0.4,-2.7,-0.1,0,-0.3,-0.7,0,0,-0.1,"$900,000 ","($1,000,000)",-3.6,-3.6,0,0,NA,0,"",-0.1,-0.1,0,0,"3.6","3","24.75","4",81,"220","4","25","Young","PF",15.1666666666667,"Rotation","Negative","Negative"
"503",503,16786,"HOU","Clint Capela",20,12,90,12.1,0.409,0.793,12.3,31.8,22.1,3.6,0.6,7.8,11.3,21.3,0,-0.2,0.2,0,0.019,0,-8.8,1,-7.8,-0.1,-0.097,0.116,18.9,"capelca01",4.01,19804,82,0.268,0.548,337012,0.549,-3.11,2.03,-0.51,-4.08,-2.3,-7.47,"2.30%",-0.17,6.44,-0.33,-7.8,4.2,-0.2,-0.1,-0.7,-0.2,-5.4,-0.7,-1.2,-8.2,-0.2,1.4,5.1,-0.7,2.6,-8.8,2.8,-0.2,-0.2,1,3.1,0,0,-9.9,0,7.5,5.6,-7.8,-0.2,-0.1,-0.9,-8.8,-0.2,-0.2,-1.1,1,0,0,0.2,"$400,000 ","($3,200,000)",-3.8,-4.7,0,0,NA,0,"",-0.4,-0.4,0.1,0,"5","5","20.71","0",82,"240","5","21","Rookie","C",7.5,"DNP","Negative","Negative"
"504",504,16787,"MIA","Shannon Brown",29,5,89,4.4,0.482,0.211,0,1.3,0.7,5.2,2.4,0,16.2,13.1,0,-0.1,0,0,-0.016,0,-4.2,-1.9,-6.1,-0.1,-0.035,0.019,11,"brownsh01",-3.37,19732,82,0.268,0.54,337291,0.541,-5.06,0.14,-0.21,0.92,-1.78,-5.78,"2.30%",-0.13,-2.51,-0.31,-6.1,4.2,-0.1,-0.1,-1.7,0.1,-1.9,0.3,-0.9,-4,-0.1,-1.5,-0.9,-0.2,-1.9,-4.2,2.9,-0.1,-0.1,-1.9,3.1,0,0,-2.3,0,17.8,9.9,-6.1,-0.1,-0.1,-1.5,-4.2,-0.1,-0.1,-0.9,-1.9,0,0,-0.6,"$600,000 ","($6,100,000)",-3.9,-4.4,0,0,NA,0,"",-0.2,-0.2,-0.1,0,"1.6","2","29.18","8",76,"205","2","29","Vet","SG",17.8,"Rotation","Negative","Negative"
"505",505,16788,"LAC","Jared Cunningham",23,19,89,7.3,0.452,0.394,1.3,9.9,5.7,16.4,1.7,0,15.3,23.2,0,-0.1,0.1,0,-0.023,0,-4,-2.7,-6.7,-0.1,-0.065,0.042,19.7,"cunnija01",7.21,19730,82,0.268,0.565,348865,0.566,-0.57,-0.74,-0.12,-3.91,-2.52,-7.74,"2.30%",-0.17,3.45,1.04,-6.7,4.2,-0.2,-0.1,-0.5,0.1,-3,0.1,-1.3,-4.6,-0.1,6.9,5.2,0.6,0.3,-4,2.9,-0.1,-0.1,-2.7,3.1,-0.1,-0.1,-1.2,0,4.7,3.9,-6.7,-0.2,-0.1,-0.5,-4,-0.1,-0.1,-0.2,-2.7,-0.1,-0.1,-0.2,"$500,000 ","($1,200,000)",-3.7,-4.3,0,0,NA,0,"",-0.3,-0.1,-0.1,0,"1.5","2","23.7","2",76,"195","2","24","Young","SG",4.68421052631579,"DNP","Negative","Negative"
"506",506,16789,"OKC","Steve Novak",31,13,88,1.3,0.357,0,1.2,6,3.7,7.7,0,0.9,8.7,11.3,0,-0.1,0,-0.1,-0.032,0,-4.5,-2.8,-7.3,-0.1,-0.043,0.011,10.3,"novakst01",2.54,19832,82,0.268,0.532,344899,0.533,-3.14,-2.4,-0.3,0.65,-2.36,-7.24,"2.20%",-0.16,3.19,-0.03,-7.3,4.3,-0.2,-0.1,-1.2,0.1,-1.6,-0.5,-1.2,-4.4,-0.1,2,2.7,-0.1,0.6,-4.5,2.9,-0.1,-0.1,-2.8,3.1,-0.1,-0.1,-1.7,0,6.8,5.2,-7.3,-0.2,-0.1,-0.7,-4.5,-0.1,-0.1,-0.4,-2.8,-0.1,-0.1,-0.3,"$400,000 ","($2,500,000)",-4.1,-4.8,0,0,NA,0,"",-0.3,-0.2,-0.1,0,"3.2","4","31.64","8",82,"225","3","32","Vet","SF",6.76923076923077,"DNP","Negative","Negative"
"507",507,16790,"UTA","Jack Cooley",23,16,87,11.4,0.432,0.955,13.3,19.8,16.6,1.8,3.7,2.8,8.8,18,0,0,0.2,0.2,0.092,0,-4.4,0.4,-4,0,-0.009,0.101,16.4,"cooleja01",0.79,19705,82,0.268,0.531,336440,0.532,-3.69,3.26,-0.46,-1.29,-2.46,-4.17,"2.20%",-0.09,0.25,0.14,-4,4.3,-0.1,0,-0.1,-0.1,-3.5,0.7,-1.3,-4.3,-0.1,-0.2,0.3,-0.1,1,-4.4,2.9,-0.1,-0.1,0.4,3.1,0,0,-4.7,0,5.4,4.4,-4,-0.1,0,-0.2,-4.4,-0.1,-0.1,-0.3,0.4,0,0,0.1,"$800,000 ","($100,000)",-4.5,-4.4,0,0,NA,0,"",-0.1,-0.2,0,0,"4.7","4","23.83","0",81,"260","5","24","Young","C",5.4375,"DNP","Negative","Negative"
"508",508,16791,"CLE","A.J. Price",28,11,87,7.7,0.3,0.176,5.4,14.3,9.9,22.1,1.8,0,7.6,20.6,0,-0.2,0.1,-0.1,-0.051,0,-4.6,-1.5,-6.1,-0.1,-0.108,0.057,19,"priceaj01",4.39,19779,82,0.268,0.557,342773,0.558,2.97,-0.62,-0.34,-6.65,-2.28,-6.57,"2.20%",-0.14,2.75,0.5,-6.1,4.3,-0.1,-0.1,1.1,-0.1,-4.9,0.1,-1.2,-5,-0.1,5.5,4.5,0.4,-1.1,-4.6,2.9,-0.1,-0.1,-1.5,3.1,0,0,-3.2,0,7.9,5.8,-6.1,-0.1,-0.1,-0.7,-4.6,-0.1,-0.1,-0.5,-1.5,0,0,-0.2,"$600,000 ","($2,100,000)",-3.7,-4.2,0,0,NA,0,"",-0.2,-0.2,-0.1,0,"1.2","1","28.32","5",74,"181","1","28","Mid","PG",7.90909090909091,"DNP","Negative","Negative"
"509",509,16792,"LAL","Xavier Henry",23,9,86,4.9,0.424,1.846,2.5,2.7,2.6,4.8,1.8,0,11.3,13.7,0,-0.1,0,-0.1,-0.03,0,-5.5,-2.4,-7.9,-0.1,-0.043,0.013,12.2,"henryxa01",-6.65,19932,82,0.268,0.513,350423,0.513,-3.79,-0.62,-0.39,-0.14,-2.18,-6.73,"2.20%",-0.15,-2.29,-1.14,-7.9,4.3,-0.2,-0.1,-1,-0.1,-2.9,0.1,-1.1,-4.9,-0.1,-2.2,0.2,-0.6,-4.5,-5.5,2.9,-0.1,-0.1,-2.4,3.1,-0.1,0,-3.1,0,9.6,6.6,-7.9,-0.2,-0.1,-1.2,-5.5,-0.1,-0.1,-0.7,-2.4,-0.1,0,-0.4,"$400,000 ","($4,400,000)",-5.1,-5.7,0,0,NA,0,"",-0.3,-0.2,-0.1,0,"2.3","3","23.89","4",78,"220","2","24","Young","SG",9.55555555555556,"DNP","Negative","Negative"
"510",510,16793,"BOS","Brandan Wright",27,8,86,15,0.571,0.19,8.8,12.9,10.8,14,0.6,4.5,18,14.1,0,0.1,0.1,0.2,0.106,0,-2.2,1.8,-0.4,0,0.053,0.053,11.6,"wrighbr03",-0.44,19880,82,0.268,0.523,347983,0.523,1.78,0.27,0.04,-0.15,-2.11,-0.22,"2.20%",0,0.15,-0.13,-0.4,4.3,0,0,1.4,0.3,-1.4,-0.5,-1.1,-1.4,0,-1.3,2.5,-0.8,0.9,-2.2,2.9,0,0,1.8,3.1,0,0,-4,0,10.8,7.2,-0.4,0,0,0.4,-2.2,0,0,-0.1,1.8,0,0,0.5,"$1,200,000 ","$2,700,000 ",-4.1,-3.3,0.03,0,8e+05,0.1,"$1,200,000 ",0.1,0,0.1,0.1,"3.5","4","27.33","6",82,"210","4","27","Mid","PF",10.75,"DNP","Negative","Negative"
"511",511,16794,"PHO","Marcus Thornton",27,9,81,8.3,0.379,0.125,5.4,12.3,8.8,3.9,3.7,0,10.6,25.6,0,-0.2,0.1,-0.1,-0.077,0,-5.3,-2.4,-7.7,-0.1,-0.127,0.05,22.9,"thornma01",-0.37,19879,82,0.268,0.537,342976,0.538,-3.21,1.77,-0.4,-4.14,-2.23,-7.81,"2.00%",-0.16,-0.79,0.07,-7.7,4.4,-0.2,-0.1,-0.8,0,-3.9,0.8,-1.2,-5.1,-0.1,-0.5,0.5,-0.2,0.1,-5.3,2.9,-0.1,-0.1,-2.4,3.2,0,0,-2.9,0,9,6.2,-7.7,-0.2,-0.1,-1.1,-5.3,-0.1,-0.1,-0.7,-2.4,0,0,-0.4,"$400,000 ","($4,000,000)",-4.3,-5,0,0,NA,0,"",-0.3,-0.2,-0.1,0,"2.2","2","27.66","5",76,"205","2","28","Mid","SG",9,"DNP","Negative","Negative"
"512",512,16795,"CLE","Lou Amundson",32,12,79,3.8,0.387,0.417,7.4,21.5,14.5,8.7,0.7,0,26,11,0,-0.1,0.1,0,-0.011,0,-6.2,-0.1,-6.3,-0.1,-0.066,0.055,8.1,"amundlo01",4.39,19779,82,0.268,0.557,342773,0.557,-0.46,-2,-0.49,-1.99,-2.39,-6.84,"2.00%",-0.14,2.75,0.5,-6.3,4.4,-0.1,-0.1,-0.1,-0.2,-4.8,-0.2,-1.2,-6.6,-0.1,5.5,4.5,0.4,-1.1,-6.2,3,-0.1,-0.1,-0.1,3.2,0,0,-6.1,0,6.6,4.9,-6.3,-0.1,-0.1,-0.6,-6.2,-0.1,-0.1,-0.6,-0.1,0,0,0,"$600,000 ","($1,800,000)",-3.9,-4.4,0,0,NA,0,"",-0.2,-0.2,0,0,"3.7","4","32.15","8",81,"220","4","32","Vet","PF",6.58333333333333,"DNP","Negative","Negative"
"513",513,16796,"NOP","Elliot Williams",25,8,77,5.6,0.382,0.083,0,7.4,3.7,15.2,1.4,0,0,14.7,0,0,0,0,0.012,0,-2.6,-3.2,-5.8,-0.1,0.006,0.006,14.7,"williel01",1.16,19782,82,0.268,0.537,346147,0.538,-1.92,-1.12,-0.21,-0.73,-2.21,-5.97,"1.90%",-0.12,0.45,0.19,-5.8,4.4,-0.1,-0.1,-1.1,0.1,-0.8,0,-1.2,-2.9,-0.1,2.6,1.5,0.3,-1.4,-2.6,3,-0.1,0,-3.2,3.3,-0.1,-0.1,0.6,0,9.6,6.4,-5.8,-0.1,-0.1,-0.8,-2.6,-0.1,0,-0.2,-3.2,-0.1,-0.1,-0.6,"$700,000 ","($2,600,000)",-4,-4.4,0,0,NA,0,"",-0.2,0,-0.2,0,"1.5","2","25.62","2",77,"190","1","26","Young","PG",9.625,"DNP","Negative","Negative"
"514",514,16797,"POR","Victor Claver",26,10,76,9.2,0.6,0,4.3,23.5,14.1,1.9,0.7,0.9,16.7,14.1,0,0,0.1,0.1,0.086,0,-2.9,-1.3,-4.2,0,0.011,0.075,11.7,"clavevi01",4.69,19856,82,0.268,0.544,347001,0.544,-5.53,-1.52,0.02,3.5,-2.33,-5.88,"1.90%",-0.11,-2.66,1.66,-4.2,4.5,-0.1,0,-2.4,0.4,0.3,-0.3,-1.2,-3.2,-0.1,2.3,1.5,0.3,2.4,-2.9,3,-0.1,0,-1.3,3.3,0,0,-1.7,0,7.6,5.4,-4.2,-0.1,0,-0.3,-2.9,-0.1,0,-0.2,-1.3,0,0,-0.2,"$800,000 ","($600,000)",-3.7,-3.8,0,0,NA,0,"",-0.1,-0.1,-0.1,0,"3.9","3","26.42","2",81,"224","4","27","Mid","PF",7.6,"DNP","Negative","Negative"
"515",515,16798,"ATL","Austin Daye",26,8,76,12.1,0.484,0.077,6.2,14.6,10.5,16,2.7,2.2,15.7,19.2,0,0,0.1,0.1,0.068,0,-1.3,0.9,-0.3,0,0.002,0.066,16.2,"dayeau01",5.29,19732,82,0.268,0.564,341423,0.564,1.69,1.68,-0.02,-1.79,-2.22,-0.62,"1.90%",-0.01,4.94,0.28,-0.3,4.5,0,0,0.8,0.3,-1.4,0.3,-1.2,-1.2,0,3.4,4.4,-0.1,1.9,-1.3,3,0,0,0.9,3.3,0,0,-2.2,0,9.5,6.3,-0.3,0,0,0.3,-1.3,0,0,0.1,0.9,0,0,0.2,"$1,200,000 ","$2,500,000 ",-3.4,-2.8,0.1,-0.1,6e+05,0.2,"$1,800,000 ",0.1,0,0.1,0.4,"3.8","3","26.66","5",83,"220","4","27","Mid","PF",9.5,"DNP","Negative","Negative"
"516",516,16799,"PHO","Reggie Bullock",23,11,75,-3.1,0.113,0.25,1.4,13.3,7.3,3.4,0.7,2,10.1,11.6,0,-0.3,0,-0.3,-0.173,0,-10.5,-0.3,-10.8,-0.2,-0.183,0.01,10.4,"bullore01",-0.37,19879,82,0.268,0.537,342976,0.538,-4.48,-0.93,-0.96,-3.08,-2.38,-10.87,"1.90%",-0.21,-0.79,0.07,-10.8,4.5,-0.2,-0.2,-2,-0.6,-6.1,-0.3,-1.2,-10.3,-0.2,-0.5,0.5,-0.2,0.1,-10.5,3,-0.2,-0.2,-0.3,3.3,0,0,-10.2,0,6.8,5,-10.8,-0.2,-0.2,-1.2,-10.5,-0.2,-0.2,-1.2,-0.3,0,0,0,"$200,000 ","($4,800,000)",-4.5,-5.8,0,0,NA,0,"",-0.4,-0.4,0,0,"2.7","3","23.88","1",79,"205","3","24","Young","SF",6.81818181818182,"DNP","Negative","Negative"
"517",517,16800,"LAL","Vander Blue",22,2,74,4,0.342,0.167,2.9,10.9,6.7,16.8,2.1,0,15.7,23,0,-0.3,0,-0.2,-0.156,0,-6,-2.5,-8.5,-0.1,-0.175,0.019,19.4,"blueva01",-6.65,19932,82,0.268,0.513,350423,0.514,0.15,-0.24,-0.25,-5.81,-1.48,-7.37,"1.90%",-0.14,-2.29,-1.14,-8.5,4.5,-0.2,-0.1,-0.1,0,-4.9,0.2,-0.8,-5.5,-0.1,-2.2,0.2,-0.6,-4.5,-6,3,-0.1,-0.1,-2.5,3.3,0,0,-3.6,0,37,12.3,-8.5,-0.2,-0.1,-5,-6,-0.1,-0.1,-3.3,-2.5,0,0,-1.7,"$400,000 ","($22,400,000)",-3.9,-4.8,0,0,NA,0,"",-0.3,-0.2,-0.1,0,"1.7","2","22.54","1",76,"200","2","23","Rookie","SG",37,"Starter","Negative","Negative"
"518",518,16801,"CHO","Jannero Pargo",35,9,73,14.9,0.571,0.057,0,4.6,2.3,20.8,0,0,7.7,24.3,0,0.1,0,0.2,0.113,0,3,-6.1,-3.2,0,0.089,0.024,22.4,"pargoja01",-3.79,19905,82,0.268,0.498,353638,0.498,-1.92,-2.88,0.39,4.34,-2.3,-2.77,"1.80%",-0.05,-2.5,-0.41,-3.2,4.5,-0.1,0,-0.9,0.6,6.3,-0.5,-1.2,4.4,0.1,-5.7,0.4,-1.4,1.9,3,3,0.1,0.1,-6.1,3.3,-0.1,-0.1,9.1,0,8.1,5.6,-3.2,-0.1,0,-0.2,3,0.1,0.1,0.8,-6.1,-0.1,-0.1,-1,"$900,000 ","$100,000 ",-4.9,-4.6,0,0,NA,0,"",-0.1,0.2,-0.3,0,"1","1","35.28","10",73,"175","1","35","Vet","PG",8.11111111111111,"DNP","Negative","Negative"
"519",519,16802,"GSW","Ognjen Kuzmic",24,16,72,12.9,0.727,0.333,10.8,14.5,12.7,11.1,1.4,1,26.7,11.3,0,0.2,0.1,0.3,0.171,0,-0.3,1,0.8,0.1,0.119,0.052,8.3,"kuzmiog01",10.23,19730,82,0.268,0.572,342913,0.571,1.47,-0.59,0.21,1.17,-2.55,-0.5,"1.80%",-0.01,5.81,1.29,0.8,4.5,0,0.1,1.5,0.5,-1.3,-0.1,-1.3,-0.7,0,5.5,4.4,0.4,4.8,-0.3,3.1,0,0,1,3.3,0,0,-1.3,0,4.5,3.6,0.8,0,0.1,0.3,-0.3,0,0,0.1,1,0,0,0.1,"$1,200,000 ","$2,200,000 ",-3.3,-2.5,0.14,-0.1,7e+05,0.4,"$2,900,000 ",0.1,0.1,0.1,1.1,"5","5","24.72","1",85,"251","5","25","Young","C",4.5,"DNP","Positive","Negative"
"520",520,16803,"MIN","Sean Kilpatrick",25,4,72,10,0.506,0.2,1.5,8.2,4.8,8.5,2.1,0,8.4,14.6,0,0.1,0,0.1,0.033,0,-0.7,-3,-3.8,0,0.05,-0.017,13.4,"kilpase01",-8.52,19787,82,0.268,0.517,341855,0.517,-2.67,-0.24,0.02,2.6,-1.89,-2.2,"1.80%",-0.04,-2.34,-1.58,-3.8,4.5,-0.1,0,-1.1,0.4,1.2,0.2,-1,-0.3,0,-2.5,-0.8,-0.4,-6.1,-0.7,3.1,0,0,-3,3.3,-0.1,0,2.3,0,18,9,-3.8,-0.1,0,-0.7,-0.7,0,0,0.4,-3,-0.1,0,-1,"$800,000 ","($2,100,000)",-4.9,-4.7,0,0,NA,0,"",-0.1,0,-0.1,0,"1.9","2","25.07","0",76,"210","2","25","Young","SG",18,"Rotation","Negative","Negative"
"521",521,16804,"PHI","Drew Gordon",24,9,71,3.7,0.428,0.105,10.2,17.7,13.7,4.8,0.7,0,28.7,17.1,0,-0.2,0.1,-0.1,-0.093,0,-9,-2.3,-11.3,-0.2,-0.148,0.055,12.2,"gordodr01",-9.38,19800,82,0.268,0.494,332680,0.494,-1.82,-2,-0.3,-2.44,-2.32,-8.58,"1.80%",-0.15,2.34,-2.72,-11.3,4.6,-0.2,-0.2,0.1,0,-5.1,-0.2,-1.2,-6.4,-0.1,-10.1,0.6,-2.6,0.8,-9,3.1,-0.2,-0.1,-2.3,3.3,0,0,-6.6,0,7.9,5.5,-11.3,-0.2,-0.2,-1.5,-9,-0.2,-0.1,-1.2,-2.3,0,0,-0.3,"$200,000 ","($6,200,000)",-5.7,-6.8,0,0,NA,0,"",-0.5,-0.4,-0.1,0,"4.1","4","24.56","0",81,"245","4","25","Young","PF",7.88888888888889,"DNP","Negative","Negative"
"522",522,16805,"CLE","Will Cherry",23,8,69,5.8,0.347,0.316,1.7,6.6,4.2,16.4,4.5,1.1,15.6,16.8,0,-0.1,0.1,0,-0.021,0,-4.4,0.7,-3.7,0,-0.08,0.059,14.2,"cherrwi01",4.39,19779,82,0.268,0.557,342773,0.558,-1.02,3.36,-0.29,-4.28,-2.29,-4.23,"1.70%",-0.07,2.75,0.5,-3.7,4.6,-0.1,0,-0.4,0,-4.2,1,-1.2,-4.8,-0.1,5.5,4.5,0.4,-1.1,-4.4,3.1,-0.1,0,0.7,3.4,0,0,-5.1,0,8.6,5.8,-3.7,-0.1,0,-0.3,-4.4,-0.1,0,-0.5,0.7,0,0,0.2,"$900,000 ","($500,000)",-3.7,-3.7,0,0,NA,0,"",-0.1,-0.1,0,0,"1","1","23.98","0",72,"185","1","24","Young","PG",8.625,"DNP","Negative","Negative"
"523",523,16806,"POR","Tim Frazier",24,5,68,13.7,0.557,0.333,3.2,10.8,7.1,36.7,1.5,0,25.3,18.2,0,0.1,0.1,0.2,0.119,0,-0.6,-1.5,-2.1,0,0.06,0.06,13.6,"fraziti01",4.69,19856,82,0.268,0.544,347001,0.544,4.22,-0.99,0.46,-4.93,-2.07,-3.77,"1.70%",-0.06,-2.66,1.66,-2.1,4.6,0,0,1.3,0.5,-1.7,0,-1.1,-0.9,0,2.3,1.5,0.3,2.4,-0.6,3.1,0,0,-1.5,3.4,0,0,0.9,0,13.6,7.6,-2.1,0,0,0,-0.6,0,0,0.3,-1.5,0,0,-0.3,"$1,000,000 ","$900,000 ",-3.3,-3.1,0.07,-0.1,7e+05,0,"$1,000,000 ",0,0.1,-0.1,0,"1","1","24.25","0",73,"170","1","24","Young","PG",13.6,"Rotation","Negative","Negative"
"524",524,16807,"MIN","Arinze Onuaku",27,6,68,22.8,0.771,0.571,11.4,24.3,17.7,10.2,0.7,3.5,10.2,12.7,0,0.2,0,0.3,0.197,0,2.5,-0.2,2.3,0.1,0.169,0.028,11.4,"onuakar01",-8.52,19787,82,0.268,0.517,341855,0.517,1.19,-0.14,0.39,4.96,-2.16,3.86,"1.70%",0.07,-2.34,-1.58,2.3,4.6,0,0.1,1,0.7,2.9,-0.4,-1.1,3,0.1,-2.5,-0.8,-0.4,-6.1,2.5,3.1,0,0.1,-0.2,3.4,0,0,2.8,0,11.3,6.8,2.3,0,0.1,1,2.5,0,0.1,1,-0.2,0,0,0,"$1,300,000 ","$5,700,000 ",-5.3,-3.9,0,0,NA,0,"",0.2,0.2,0,0,"4.8","5","27.56","1",81,"275","5","28","Mid","C",11.3333333333333,"Rotation","Positive","Negative"
"525",525,16808,"WAS","Will Bynum",32,7,67,4.8,0.336,0.129,3.4,6.6,5,42.2,0.8,1.2,19.6,27.6,0,-0.2,0.1,-0.2,-0.132,0,-5.8,-3.3,-9.1,-0.1,-0.173,0.041,22.2,"bynumwi01",0.25,19956,82,0.268,0.534,343082,0.535,3.7,-1.23,0.11,-9.98,-2.25,-9.76,"1.70%",-0.16,-2.93,0.65,-9.1,4.7,-0.2,-0.1,1.4,0.1,-5.6,-0.3,-1.2,-5.5,-0.1,-2.1,-1.1,-0.3,2.3,-5.8,3.1,-0.1,-0.1,-3.3,3.4,-0.1,-0.1,-2.4,0,9.6,6.1,-9.1,-0.2,-0.1,-1.4,-5.8,-0.1,-0.1,-0.8,-3.3,-0.1,-0.1,-0.6,"$400,000 ","($5,600,000)",-4.2,-5.1,0,0,NA,0,"",-0.3,-0.2,-0.1,0,"1","2","32.08","7",72,"185","1","32","Vet","PG",9.57142857142857,"DNP","Negative","Negative"
"526",526,16809,"TOR","Greg Stiemsma",29,17,66,7.8,0.717,0.5,15.7,10.5,13.1,6.6,1.6,0,41.8,11.5,0,0,0,0.1,0.05,0,-1.1,-0.6,-1.7,0,0.025,0.025,6.7,"stiemgr01",2.72,19855,82,0.268,0.553,349122,0.553,0.79,-0.87,0.15,0.38,-2.61,-2.31,"1.70%",-0.04,0.11,0.63,-1.7,4.7,0,0,2.4,0.5,-3.4,0.1,-1.4,-1.9,0,5.6,2.8,0.8,-2.9,-1.1,3.1,0,0,-0.6,3.4,0,0,-0.5,0,3.9,3.1,-1.7,0,0,0,-1.1,0,0,0.1,-0.6,0,0,0,"$1,000,000 ","$1,100,000 ",-4.5,-4,0,0,NA,0,"",0,0,0,0,"4.7","5","29.35","3",83,"260","5","29","Vet","C",3.88235294117647,"DNP","Negative","Negative"
"527",527,16810,"CHI","Cameron Bairstow",24,18,64,2.1,0.309,0.357,10.5,3.3,6.8,2.2,1.6,1.1,15.6,13.5,0,-0.1,0,-0.1,-0.048,0,-6.7,-1,-7.7,-0.1,-0.062,0.014,11.4,"bairsca01",2.88,19881,82,0.268,0.536,346370,0.537,-2.68,-0.28,-0.71,-2.26,-2.64,-7.86,"1.60%",-0.13,2.65,0.16,-7.7,4.7,-0.1,-0.1,0.7,-0.4,-5.6,0,-1.4,-6.6,-0.1,2,3.1,-0.1,0.9,-6.7,3.2,-0.1,-0.1,-1,3.5,0,0,-5.8,0,3.6,2.9,-7.7,-0.1,-0.1,-0.4,-6.7,-0.1,-0.1,-0.4,-1,0,0,0,"$600,000 ","($1,000,000)",-4.5,-5.1,0,0,NA,0,"",-0.2,-0.2,0,0,"3.7","4","24.15","0",81,"250","4","24","Young","PF",3.55555555555556,"DNP","Negative","Negative"
"528",528,16811,"MIA","Zoran Dragic",25,10,62,8,0.481,0.091,5.9,3.8,4.8,11,1.7,0,17.9,21.1,0,-0.1,0,0,-0.035,0,-2.9,-3.4,-6.3,-0.1,-0.056,0.021,17.3,"dragizo01",-3.37,19732,82,0.268,0.54,337291,0.541,-0.84,-0.74,-0.1,-2,-2.45,-6.03,"1.60%",-0.09,-2.51,-0.31,-6.3,4.8,-0.1,-0.1,0.5,0.2,-2.3,0.1,-1.3,-2.8,0,-1.5,-0.9,-0.2,-1.9,-2.9,3.2,0,0,-3.4,3.5,-0.1,0,0.5,0,6.2,4.4,-6.3,-0.1,-0.1,-0.6,-2.9,0,0,-0.2,-3.4,-0.1,0,-0.4,"$700,000 ","($1,600,000)",-5.1,-5.3,0,0,NA,0,"",-0.2,-0.1,-0.1,0,"1.8","2","25.61","0",77,"200","2","26","Young","SG",6.2,"DNP","Negative","Negative"
"529",529,16812,"SAC","Quincy Miller",22,6,61,11.1,0.372,0.611,3.9,18,11.2,7.1,5,3.9,11.6,18.7,0,-0.1,0.1,0,0.01,0,-4.5,3,-1.5,0,-0.074,0.084,16.5,"millequ01",-3.27,19855,82,0.268,0.542,338426,0.542,-2.03,5.48,-0.4,-2.71,-2.25,-1.51,"1.50%",-0.02,-4.06,0.03,-1.5,4.8,0,0,-1,-0.1,-3.7,1,-1.2,-4.9,-0.1,-0.2,-2.2,0.4,-3.1,-4.5,3.2,-0.1,0,3,3.5,0,0.1,-7.6,0,10.2,6.1,-1.5,0,0,0.1,-4.5,-0.1,0,-0.6,3,0,0.1,0.7,"$1,000,000 ","$1,500,000 ",-4.7,-4.1,0,0,NA,0,"",0,-0.1,0.1,0,"3.5","4","22.2","2",81,"210","3","22","Rookie","SF",10.1666666666667,"DNP","Negative","Negative"
